activity_year,loan_type,action_taken,loan_purpose,business_or_commercial_purpose,construction_method,occupancy_type,state_code,county_name,loan_amount,income,loan_term,property_value,total_units
2022,1,0,1,2,1,1,PA,Chester County  ,555000,0.0,360.0,0.0,1
2022,1,0,1,2,1,1,NY,Nassau County  ,475000,114000.0,360.0,555000.0,1
2022,1,0,1,2,1,1,OH,Cuyahoga County  ,75000,36000.0,360.0,65000.0,1
2022,1,0,1,2,1,1,OH,Franklin County  ,145000,41000.0,360.0,155000.0,1
2022,1,0,1,2,1,1,IN,Lake County  ,385000,56000.0,360.0,415000.0,1
2022,1,0,1,2,1,1,OH,Franklin County  ,205000,90000.0,360.0,215000.0,1
2022,1,0,1,2,1,1,SC,Beaufort County  ,345000,81000.0,360.0,0.0,1
2022,1,0,1,2,1,2,FL,Hillsborough County  ,315000,46000.0,360.0,475000.0,1
2022,1,0,1,2,1,1,IL,Cook County  ,215000,81000.0,360.0,0.0,1
2022,1,0,1,2,1,1,NC,Henderson County  ,295000,84000.0,360.0,0.0,1
2022,1,0,1,2,1,1,TX,Dallas County  ,175000,30000.0,360.0,205000.0,1
2022,1,0,1,2,1,1,CT,New Haven County ,185000,35000.0,360.0,195000.0,1
2022,1,0,1,2,1,1,CA,Los Angeles County ,455000,133000.0,360.0,565000.0,1
2022,1,0,1,2,1,1,CA,San Bernardino County ,935000,341000.0,360.0,0.0,1
2022,1,0,1,2,1,1,IL,Cook County  ,155000,37000.0,360.0,155000.0,1
2022,1,1,1,2,1,1,FL,Orange County  ,165000,34000.0,360.0,175000.0,1
2022,1,0,1,2,1,1,FL,Broward County  ,615000,126000.0,360.0,815000.0,1
2022,1,0,1,2,1,1,DC,District of Columbia ,865000,370000.0,360.0,0.0,1
2022,1,0,1,2,1,1,WA,King County  ,1105000,183000.0,360.0,2205000.0,1
2022,1,0,1,2,1,2,LA,Orleans Parish  ,215000,137000.0,360.0,265000.0,1
2022,1,0,1,2,1,1,FL,Duval County  ,1005000,886000.0,360.0,1255000.0,1
2022,1,0,1,2,1,1,CA,Sacramento County  ,415000,94000.0,360.0,425000.0,1
2022,1,0,1,2,1,1,CA,Alameda County  ,1845000,402000.0,360.0,2305000.0,1
2022,1,0,1,2,1,1,TX,Harris County  ,585000,169000.0,360.0,0.0,1
2022,1,0,1,2,1,1,MI,Midland County  ,155000,160000.0,180.0,0.0,1
2022,1,0,1,2,1,1,IL,Cook County  ,155000,45000.0,360.0,255000.0,1
2022,1,1,1,2,1,1,MI,Oakland County  ,645000,173000.0,360.0,915000.0,1
2022,1,0,1,2,1,1,IL,DuPage County  ,645000,300000.0,360.0,0.0,1
2022,1,0,1,2,1,1,CA,Los Angeles County ,975000,223000.0,360.0,0.0,1
2022,1,0,1,2,1,1,NY,Kings County  ,1085000,323000.0,360.0,0.0,1
2022,1,0,1,2,1,1,IN,Lake County  ,85000,16000.0,360.0,95000.0,1
2022,1,0,1,2,1,1,MI,Oakland County  ,125000,65000.0,360.0,305000.0,1
2022,1,0,1,2,1,1,PA,Philadelphia County  ,345000,31000.0,360.0,365000.0,2
2022,1,0,1,2,1,1,MI,Oakland County  ,385000,132000.0,360.0,405000.0,1
2022,1,0,1,2,1,1,FL,Broward County  ,185000,86000.0,360.0,185000.0,1
2022,1,0,1,2,1,1,GA,Fulton County  ,505000,0.0,360.0,1155000.0,1
2022,1,0,1,2,1,1,TX,Harrison County  ,95000,29000.0,360.0,105000.0,1
2022,1,0,1,2,1,1,FL,Orange County  ,645000,15000.0,180.0,1055000.0,1
2022,1,0,1,2,1,1,SC,Horry County  ,165000,0.0,360.0,205000.0,1
2022,1,0,1,2,1,1,IL,Cook County  ,105000,18000.0,360.0,105000.0,1
2022,1,0,1,2,1,1,GA,Henry County  ,475000,157000.0,360.0,0.0,1
2022,1,0,1,2,1,1,AR,Benton County  ,535000,412000.0,360.0,0.0,1
2022,1,0,1,2,1,1,IL,Stephenson County  ,75000,39000.0,360.0,185000.0,1
2022,1,1,1,2,1,1,CA,Los Angeles County ,795000,180000.0,360.0,1325000.0,1
2022,1,0,1,2,1,1,FL,Broward County  ,65000,23000.0,360.0,75000.0,1
2022,1,0,1,2,1,1,WI,Walworth County  ,505000,129000.0,360.0,0.0,1
2022,1,0,1,2,1,1,CA,Riverside County  ,705000,207000.0,360.0,965000.0,1
2022,1,0,1,2,1,1,IL,Will County  ,225000,75000.0,360.0,245000.0,1
2022,1,0,1,2,1,2,FL,Osceola County  ,245000,200000.0,360.0,295000.0,1
2022,1,0,1,2,1,1,GA,Gwinnett County  ,605000,120000.0,360.0,0.0,1
2022,1,0,1,2,1,1,MA,Middlesex County  ,375000,100000.0,360.0,395000.0,1
2022,1,0,1,2,1,1,NY,Westchester County  ,515000,178000.0,360.0,0.0,1
2022,1,0,1,2,1,1,WA,King County  ,2325000,292000.0,360.0,2905000.0,1
2022,1,0,1,2,1,1,SC,York County  ,565000,214000.0,360.0,0.0,1
2022,1,0,1,2,1,1,NC,Mecklenburg County  ,285000,45000.0,360.0,0.0,1
2022,1,0,1,2,1,1,IN,Marion County  ,205000,78000.0,360.0,215000.0,1
2022,1,0,1,2,1,1,MI,Washtenaw County  ,405000,211000.0,360.0,0.0,1
2022,1,0,1,2,1,1,NY,Monroe County  ,195000,71000.0,360.0,0.0,1
2022,1,0,1,2,1,1,MS,Lamar County  ,275000,150000.0,360.0,0.0,1
2022,1,0,1,2,1,1,IL,Champaign County  ,185000,13000.0,360.0,205000.0,1
2022,1,0,1,2,1,1,WI,Dane County  ,305000,127000.0,360.0,525000.0,1
2022,1,0,1,2,1,1,NC,Mecklenburg County  ,515000,125000.0,360.0,0.0,1
2022,1,0,1,2,1,1,TX,Bexar County  ,185000,110000.0,360.0,0.0,1
2022,1,1,1,2,1,1,MI,Oakland County  ,355000,135000.0,180.0,655000.0,1
2022,1,0,1,2,1,2,NC,Durham County  ,295000,180000.0,360.0,375000.0,1
2022,1,0,1,2,1,2,GA,Glynn County  ,365000,234000.0,360.0,415000.0,1
2022,1,1,1,2,1,1,NY,Kings County  ,775000,397000.0,360.0,2515000.0,1
2022,1,1,1,2,1,1,CA,San Diego County ,805000,175000.0,360.0,1565000.0,1
2022,1,0,1,2,1,1,NJ,Bergen County  ,205000,75000.0,360.0,205000.0,1
2022,1,0,1,2,1,1,FL,Palm Beach County ,85000,90000.0,240.0,105000.0,1
2022,1,0,1,2,1,1,NJ,Hudson County  ,325000,146000.0,360.0,0.0,1
2022,1,0,1,2,1,1,NY,Queens County  ,215000,152000.0,360.0,285000.0,1
2022,1,0,1,2,1,1,TX,Travis County  ,255000,53000.0,360.0,445000.0,1
2022,1,0,1,2,1,2,NV,Clark County  ,185000,45000.0,360.0,235000.0,1
2022,1,0,1,2,1,1,FL,Orange County  ,1135000,0.0,360.0,1865000.0,1
2022,1,0,1,2,1,1,OH,Warren County  ,495000,144000.0,360.0,0.0,1
2022,1,0,1,2,1,1,NY,New York County ,2135000,544000.0,360.0,0.0,1
2022,1,0,1,2,1,1,NJ,Hudson County  ,285000,214000.0,360.0,0.0,1
2022,1,0,1,2,1,1,OH,Montgomery County  ,275000,93000.0,360.0,285000.0,1
2022,1,0,1,2,1,1,NC,Wake County  ,505000,118000.0,360.0,515000.0,1
2022,1,0,1,2,1,1,TX,Montgomery County  ,505000,165000.0,360.0,0.0,1
2022,1,0,1,2,1,1,NE,Douglas County  ,135000,48000.0,360.0,0.0,1
2022,1,0,1,2,1,1,CO,Boulder County  ,685000,231000.0,360.0,0.0,1
2022,1,0,1,2,1,1,WA,King County  ,605000,329000.0,360.0,755000.0,1
2022,1,1,1,2,1,1,IL,Cook County  ,1085000,450000.0,360.0,1555000.0,1
2022,1,0,1,2,1,2,AZ,Maricopa County  ,265000,200000.0,360.0,0.0,1
2022,1,0,1,2,1,1,WI,Winnebago County  ,155000,85000.0,360.0,165000.0,1
2022,1,0,1,2,1,1,NY,Suffolk County  ,635000,74000.0,360.0,715000.0,1
2022,1,0,1,2,1,1,NY,Queens County  ,725000,214000.0,360.0,0.0,1
2022,1,0,1,2,2,1,AZ,Pinal County  ,285000,78000.0,360.0,435000.0,1
2022,1,0,1,2,1,1,GA,Newton County  ,235000,62000.0,360.0,0.0,1
2022,1,0,1,2,1,1,MI,Wayne County  ,135000,0.0,360.0,115000.0,1
2022,1,0,1,2,1,1,WA,Clark County  ,645000,200000.0,360.0,0.0,1
2022,1,0,1,2,1,1,TX,Harris County  ,145000,75000.0,360.0,115000.0,1
2022,1,0,1,2,1,1,IL,Kendall County  ,475000,124000.0,360.0,525000.0,1
2022,1,0,1,2,1,1,PA,Northumberland County  ,145000,36000.0,360.0,155000.0,1
2022,1,0,1,2,1,1,TX,Archer County  ,355000,53000.0,360.0,435000.0,1
2022,1,0,1,2,1,1,NJ,Monmouth County  ,305000,70000.0,360.0,0.0,1
2022,1,0,1,2,2,1,VA,Augusta County  ,65000,25000.0,360.0,265000.0,1
2022,1,0,1,2,1,1,NJ,Monmouth County  ,2355000,260000.0,360.0,3405000.0,1
2022,1,0,1,2,1,1,MO,Boone County  ,655000,387000.0,360.0,0.0,1
2022,1,1,1,2,1,1,TN,Montgomery County  ,275000,113000.0,360.0,365000.0,1
2022,1,0,1,2,1,1,WA,King County  ,855000,670000.0,360.0,955000.0,1
2022,1,0,1,2,1,1,FL,Palm Beach County ,1075000,75000.0,360.0,1345000.0,1
2022,1,0,1,2,1,1,WA,King County  ,465000,75000.0,360.0,725000.0,1
2022,1,0,1,2,1,1,NJ,Middlesex County  ,125000,0.0,360.0,145000.0,1
2022,1,0,1,2,1,1,MI,Monroe County  ,305000,67000.0,360.0,0.0,1
2022,1,0,1,2,1,1,NY,Kings County  ,1005000,168000.0,360.0,1675000.0,4
2022,1,0,1,2,1,1,NJ,Bergen County  ,715000,91000.0,360.0,0.0,1
2022,1,0,1,2,1,1,NJ,Ocean County  ,175000,71000.0,360.0,225000.0,1
2022,1,0,1,2,1,1,IL,Grundy County  ,165000,33000.0,360.0,225000.0,1
2022,1,0,1,2,1,1,NY,Nassau County  ,355000,0.0,360.0,635000.0,1
2022,1,0,1,2,1,2,NV,Clark County  ,265000,72000.0,360.0,315000.0,1
2022,1,0,1,2,1,1,IL,Cook County  ,245000,105000.0,360.0,0.0,1
2022,1,0,1,2,1,1,TX,Williamson County  ,605000,121000.0,360.0,755000.0,1
2022,1,0,1,2,1,2,IN,Marion County  ,215000,455000.0,360.0,0.0,1
2022,1,0,1,2,1,1,TX,Trinity County  ,75000,46000.0,360.0,95000.0,1
2022,1,0,1,2,1,1,MI,Van Buren County ,225000,260000.0,360.0,0.0,1
2022,1,0,1,2,1,1,FL,Palm Beach County ,175000,37000.0,360.0,185000.0,1
2022,1,0,1,2,1,1,FL,Marion County  ,155000,32000.0,360.0,0.0,1
2022,1,0,1,2,1,1,MI,Wayne County  ,95000,70000.0,360.0,0.0,1
2022,1,0,1,2,1,1,NY,New York County ,345000,69000.0,360.0,435000.0,1
2022,1,0,1,2,1,2,OH,Mahoning County  ,245000,48000.0,360.0,265000.0,1
2022,1,0,1,2,1,1,FL,Lake County  ,395000,191000.0,360.0,0.0,1
2022,1,0,1,2,1,1,NY,Queens County  ,545000,204000.0,360.0,1265000.0,1
2022,1,0,1,2,1,1,NY,New York County ,355000,198000.0,360.0,475000.0,1
2022,1,0,1,2,1,1,IL,Cook County  ,305000,125000.0,180.0,0.0,1
2022,1,0,1,2,1,1,CA,Alameda County  ,875000,181000.0,360.0,0.0,1
2022,1,0,1,2,1,1,DE,New Castle County ,375000,0.0,360.0,385000.0,1
2022,1,0,1,2,1,1,AL,Baldwin County  ,675000,301000.0,360.0,0.0,1
2022,1,0,1,2,1,1,NJ,Somerset County  ,435000,155000.0,360.0,455000.0,1
2022,1,0,1,2,1,1,NY,Queens County  ,595000,140000.0,360.0,555000.0,1
2022,1,0,1,2,1,1,VT,Chittenden County  ,275000,75000.0,360.0,285000.0,1
2022,1,0,1,2,1,1,WA,Snohomish County  ,785000,283000.0,360.0,0.0,1
2022,1,0,1,2,1,1,OR,Harney County  ,145000,92000.0,360.0,175000.0,3
2022,1,0,1,2,1,1,NJ,Mercer County  ,425000,155000.0,360.0,525000.0,1
2022,1,0,1,2,1,1,TX,Denton County  ,1105000,565000.0,360.0,0.0,1
2022,1,0,1,2,1,1,GA,DeKalb County  ,425000,135000.0,180.0,615000.0,1
2022,1,0,1,2,1,1,CA,Alameda County  ,1075000,337000.0,360.0,0.0,1
2022,1,0,1,2,1,1,NY,Nassau County  ,695000,162000.0,360.0,995000.0,1
2022,1,0,1,2,1,1,CA,Santa Clara County ,575000,97000.0,360.0,605000.0,1
2022,1,0,1,2,1,1,CA,Santa Clara County ,1515000,290000.0,360.0,1785000.0,1
2022,1,0,1,2,1,2,CA,Santa Cruz County ,1205000,517000.0,360.0,1515000.0,1
2022,1,0,1,2,1,1,GA,Fulton County  ,645000,183000.0,360.0,725000.0,1
2022,1,0,1,2,2,1,AZ,Yavapai County  ,245000,109000.0,360.0,275000.0,1
2022,1,0,1,2,1,1,NY,Rockland County  ,125000,35000.0,360.0,145000.0,1
2022,1,0,1,2,1,1,CT,Fairfield County  ,545000,231000.0,360.0,0.0,1
2022,1,0,1,2,1,1,FL,Orange County  ,645000,0.0,360.0,1055000.0,1
2022,1,0,1,2,1,1,NY,Kings County  ,895000,99000.0,360.0,1285000.0,2
2022,1,0,1,2,1,1,NJ,Atlantic County  ,295000,91000.0,360.0,295000.0,1
2022,1,0,1,2,1,1,FL,Hillsborough County  ,455000,45000.0,360.0,485000.0,1
2022,1,0,1,2,1,1,TX,Travis County  ,645000,292000.0,360.0,0.0,1
2022,1,0,1,2,1,1,TX,Harris County  ,285000,76000.0,360.0,0.0,1
2022,1,0,1,2,1,1,IL,Mason County  ,115000,51000.0,360.0,145000.0,2
2022,1,0,1,2,1,1,NJ,Mercer County  ,1245000,298000.0,360.0,1555000.0,1
2022,1,0,1,2,1,1,CA,Placer County  ,665000,0.0,360.0,785000.0,1
2022,1,0,1,2,1,2,WI,Oneida County  ,185000,45000.0,360.0,215000.0,1
2022,1,0,1,2,1,1,WA,Franklin County  ,305000,85000.0,360.0,345000.0,1
2022,1,0,1,2,1,1,FL,Pinellas County  ,545000,128000.0,360.0,575000.0,1
2022,1,1,1,2,1,1,SC,Jasper County  ,65000,57000.0,120.0,295000.0,1
2022,1,0,1,2,1,1,IL,Cook County  ,155000,53000.0,360.0,155000.0,1
2022,1,0,1,2,1,1,CA,Alameda County  ,1205000,214000.0,360.0,1505000.0,1
2022,1,0,1,2,1,1,TX,Denton County  ,495000,106000.0,360.0,0.0,1
2022,1,0,1,2,1,1,MI,Wexford County  ,325000,125000.0,360.0,285000.0,1
2022,1,0,1,2,1,1,PA,Philadelphia County  ,315000,69000.0,360.0,355000.0,1
2022,1,0,1,2,1,1,CT,Fairfield County  ,585000,230000.0,360.0,0.0,1
2022,1,0,1,2,2,1,ID,Clearwater County  ,95000,80000.0,180.0,105000.0,1
2022,1,0,1,2,1,1,TX,Montgomery County  ,645000,323000.0,360.0,0.0,1
2022,1,0,1,2,1,2,SD,Meade County  ,325000,44000.0,360.0,405000.0,1
2022,1,1,1,2,1,1,NY,Nassau County  ,565000,104000.0,360.0,715000.0,1
2022,1,0,1,2,1,1,FL,Osceola County  ,415000,64000.0,360.0,0.0,1
2022,1,0,1,2,1,1,LA,Terrebonne Parish  ,295000,120000.0,360.0,275000.0,1
2022,1,0,1,2,1,1,NY,Kings County  ,225000,84000.0,360.0,0.0,1
2022,1,0,1,2,1,1,CA,Santa Clara County ,3005000,481000.0,360.0,4125000.0,1
2022,1,0,1,2,1,1,CO,Summit County  ,2555000,6000.0,360.0,4255000.0,1
2022,1,0,1,2,1,1,TX,Denton County  ,205000,86000.0,360.0,225000.0,1
2022,1,0,1,2,1,1,GA,Cobb County  ,295000,0.0,360.0,375000.0,1
2022,1,0,1,2,1,1,FL,Lee County  ,75000,0.0,180.0,85000.0,1
2022,1,0,1,2,1,1,IL,Cook County  ,275000,46000.0,360.0,365000.0,1
2022,1,0,1,2,1,1,CA,San Bernardino County ,195000,95000.0,360.0,475000.0,1
2022,1,0,1,2,1,1,MI,Berrien County  ,65000,15000.0,360.0,65000.0,1
2022,1,0,1,2,1,1,IL,DuPage County  ,985000,722000.0,360.0,1035000.0,1
2022,1,0,1,2,1,2,NY,Queens County  ,795000,174000.0,360.0,1325000.0,1
2022,1,0,1,2,1,1,IL,Will County  ,155000,41000.0,360.0,165000.0,1
2022,1,0,1,2,1,1,IL,Cook County  ,205000,54000.0,360.0,225000.0,1
2022,1,0,1,2,1,1,FL,Bay County  ,345000,100000.0,360.0,0.0,1
2022,1,0,1,2,1,1,TX,Harris County  ,675000,179000.0,360.0,745000.0,1
2022,1,0,1,2,1,1,CA,Orange County  ,1165000,219000.0,360.0,1455000.0,1
2022,1,0,1,2,1,1,CA,Placer County  ,725000,146000.0,360.0,845000.0,1
2022,1,0,1,2,1,1,TX,Johnson County  ,505000,107000.0,360.0,625000.0,1
2022,1,0,1,2,1,1,IL,Cook County  ,1825000,339000.0,360.0,1905000.0,1
2022,1,0,1,2,1,1,IL,Cook County  ,115000,52000.0,360.0,135000.0,1
2022,1,0,1,2,1,1,NY,Nassau County  ,775000,284000.0,360.0,0.0,1
2022,1,0,1,2,1,1,NY,Queens County  ,475000,155000.0,240.0,0.0,1
2022,1,0,1,2,1,1,TX,Tarrant County  ,455000,0.0,360.0,485000.0,1
2022,1,0,1,2,1,1,NY,Westchester County  ,635000,160000.0,360.0,0.0,1
2022,1,0,1,2,1,1,NC,Wake County  ,495000,103000.0,360.0,0.0,1
2022,1,0,1,2,1,2,MO,Morgan County  ,685000,256000.0,180.0,635000.0,1
2022,1,0,1,2,1,1,CA,Orange County  ,2605000,413000.0,360.0,3405000.0,1
2022,1,0,1,2,1,2,NY,Orange County  ,125000,178000.0,360.0,0.0,1
2022,1,0,1,2,1,1,TX,Collin County  ,215000,43000.0,360.0,225000.0,1
2022,1,0,1,2,1,1,CA,Lake County  ,315000,100000.0,360.0,325000.0,1
2022,1,1,1,2,1,1,CA,San Diego County ,535000,96000.0,360.0,935000.0,1
2022,1,0,1,2,1,1,CA,San Joaquin County ,575000,205000.0,360.0,0.0,1
2022,1,0,1,2,1,1,NY,Kings County  ,165000,125000.0,360.0,0.0,1
2022,1,0,1,2,1,1,AR,Saline County  ,235000,69000.0,360.0,0.0,1
2022,1,0,1,2,1,1,TX,Harris County  ,445000,129000.0,360.0,495000.0,1
2022,1,0,1,2,1,1,NY,Kings County  ,185000,17000.0,360.0,235000.0,1
2022,1,0,1,2,1,1,NY,Queens County  ,125000,117000.0,360.0,155000.0,1
2022,1,0,1,2,1,1,MD,Frederick County  ,435000,187000.0,360.0,0.0,1
2022,1,0,1,2,1,1,NJ,Somerset County  ,305000,113000.0,360.0,0.0,1
2022,1,0,1,2,1,1,IL,Lake County  ,295000,107000.0,360.0,0.0,1
2022,1,0,1,2,1,1,WA,King County  ,795000,71000.0,360.0,1005000.0,1
2022,1,0,1,2,1,1,MA,Norfolk County  ,635000,182000.0,360.0,785000.0,1
2022,1,0,1,2,1,2,FL,Duval County  ,615000,345000.0,360.0,765000.0,1
2022,1,0,1,2,1,1,FL,Pinellas County  ,195000,80000.0,360.0,0.0,1
2022,1,0,1,2,1,1,CA,Alameda County  ,805000,140000.0,360.0,855000.0,1
2022,1,0,1,2,1,1,IN,Hamilton County  ,505000,206000.0,180.0,0.0,1
2022,1,0,1,2,1,1,NJ,Middlesex County  ,485000,197000.0,180.0,0.0,1
2022,1,0,1,2,1,1,NC,Iredell County  ,245000,58000.0,360.0,255000.0,1
2022,1,0,1,2,1,2,LA,Orleans Parish  ,145000,85000.0,360.0,0.0,1
2022,1,0,1,2,1,1,TX,Bexar County  ,195000,0.0,360.0,205000.0,1
2022,1,0,1,2,1,2,MD,Worcester County  ,385000,269000.0,180.0,515000.0,1
2022,1,0,1,2,1,1,NY,Nassau County  ,465000,137000.0,360.0,0.0,1
2022,1,0,1,2,1,1,TX,Midland County  ,645000,240000.0,360.0,0.0,1
2022,1,1,1,2,1,1,OK,Canadian County  ,495000,130000.0,360.0,635000.0,1
2022,1,0,1,2,1,1,NJ,Monmouth County  ,695000,210000.0,360.0,0.0,1
2022,1,1,1,2,1,1,MA,Hampden County  ,465000,514000.0,360.0,585000.0,1
2022,1,0,1,2,1,1,NY,Westchester County  ,485000,94000.0,360.0,0.0,1
2022,1,0,1,2,1,1,WI,Milwaukee County  ,105000,30000.0,360.0,0.0,1
2022,1,0,1,2,1,2,FL,Pinellas County  ,255000,206000.0,360.0,365000.0,1
2022,1,0,1,2,1,1,FL,Orange County  ,155000,44000.0,360.0,165000.0,1
2022,1,0,1,2,1,1,VA,Rockingham County  ,205000,60000.0,360.0,255000.0,1
2022,1,0,1,2,1,1,AZ,Maricopa County  ,455000,54000.0,360.0,485000.0,1
2022,1,0,1,2,1,2,WI,Door County  ,195000,180000.0,360.0,0.0,1
2022,1,0,1,2,1,1,IL,Cook County  ,255000,92000.0,180.0,425000.0,1
2022,1,1,1,2,1,1,NV,Washoe County  ,645000,303000.0,360.0,845000.0,1
2022,1,0,1,2,1,1,NY,Westchester County  ,695000,300000.0,360.0,975000.0,1
2022,1,0,1,2,1,1,CA,San Francisco County ,645000,150000.0,360.0,715000.0,1
2022,1,0,1,2,1,1,MA,Middlesex County  ,1045000,288000.0,360.0,0.0,1
2022,1,0,1,2,1,1,MD,Baltimore city  ,265000,57000.0,360.0,315000.0,1
2022,1,0,1,2,1,1,FL,Indian River County ,435000,139000.0,360.0,0.0,1
2022,1,0,1,2,1,1,VA,Lee County  ,105000,0.0,360.0,105000.0,1
2022,1,1,1,2,1,1,NY,Westchester County  ,75000,76000.0,360.0,155000.0,1
2022,1,0,1,2,1,1,IL,DuPage County  ,235000,221000.0,360.0,0.0,1
2022,1,0,1,2,1,1,FL,Hillsborough County  ,125000,7000.0,360.0,155000.0,1
2022,1,1,1,2,1,1,FL,Palm Beach County ,755000,322000.0,360.0,1295000.0,1
2022,1,0,1,2,1,1,PA,Wayne County  ,215000,65000.0,360.0,0.0,1
2022,1,0,1,2,1,1,NY,Queens County  ,435000,110000.0,180.0,545000.0,1
2022,1,0,1,2,1,1,TX,Travis County  ,255000,111000.0,360.0,0.0,1
2022,1,0,1,2,1,1,TX,Kaufman County  ,315000,149000.0,360.0,445000.0,1
2022,1,0,1,2,1,1,FL,Pasco County  ,245000,38000.0,360.0,225000.0,1
2022,1,0,1,2,1,1,IL,Cook County  ,105000,206000.0,240.0,295000.0,1
2022,1,0,1,2,1,1,NY,Queens County  ,175000,151000.0,180.0,0.0,1
2022,1,0,1,2,1,1,TX,Tarrant County  ,585000,295000.0,360.0,655000.0,1
2022,1,0,1,2,1,2,FL,Charlotte County  ,405000,152000.0,360.0,465000.0,1
2022,1,0,1,2,1,1,CA,San Francisco County ,1265000,216000.0,360.0,1585000.0,1
2022,1,0,1,2,1,1,FL,Hernando County  ,205000,26000.0,360.0,285000.0,1
2022,1,0,1,2,1,1,NY,New York County ,585000,265000.0,180.0,0.0,1
2022,1,0,1,2,1,1,MD,Wicomico County  ,65000,27000.0,360.0,75000.0,1
2022,1,0,1,2,1,1,FL,Lee County  ,195000,0.0,360.0,235000.0,1
2022,1,0,1,2,1,1,OH,Geauga County  ,175000,2000.0,360.0,185000.0,1
2022,1,1,1,2,1,1,CA,Orange County  ,295000,133000.0,360.0,385000.0,1
2022,1,1,1,2,1,1,IN,Hamilton County  ,365000,105000.0,360.0,465000.0,1
2022,1,0,1,2,1,1,NC,Union County  ,515000,129000.0,360.0,0.0,1
2022,1,0,1,2,1,1,AZ,Maricopa County  ,665000,276000.0,360.0,755000.0,1
2022,1,1,1,2,1,1,OR,Washington County  ,485000,430000.0,360.0,605000.0,1
2022,1,0,1,2,1,1,CA,San Mateo County ,645000,113000.0,360.0,975000.0,1
2022,1,0,1,2,1,1,CT,Litchfield County  ,245000,44000.0,360.0,255000.0,1
2022,1,0,1,2,1,1,OR,Washington County  ,1115000,204000.0,360.0,0.0,1
2022,1,0,1,2,1,1,AZ,Maricopa County  ,445000,123000.0,360.0,0.0,1
2022,1,0,1,2,1,2,WA,King County  ,1475000,395000.0,360.0,2105000.0,1
2022,1,0,1,2,1,1,FL,Broward County  ,125000,109000.0,360.0,165000.0,1
2022,1,1,1,2,1,1,CA,Alameda County  ,1075000,420000.0,360.0,1205000.0,1
2022,1,0,1,2,1,1,NY,Queens County  ,925000,256000.0,360.0,1155000.0,2
2022,1,0,1,2,1,1,FL,Orange County  ,525000,31000.0,360.0,1025000.0,1
2022,1,0,1,2,1,1,NJ,Hudson County  ,545000,0.0,360.0,675000.0,1
2022,1,0,1,2,1,1,TX,Fort Bend County ,365000,86000.0,360.0,0.0,1
2022,1,0,1,2,1,1,NY,Queens County  ,265000,133000.0,360.0,325000.0,1
2022,1,1,1,2,1,1,IL,DuPage County  ,325000,67000.0,360.0,495000.0,1
2022,1,1,1,2,1,1,LA,Jefferson Parish  ,165000,70000.0,360.0,215000.0,1
2022,1,0,1,2,1,1,TX,Smith County  ,155000,33000.0,360.0,0.0,1
2022,1,0,1,2,1,1,CA,San Francisco County ,885000,159000.0,360.0,1105000.0,2
2022,1,0,1,2,1,1,MO,Greene County  ,255000,98000.0,360.0,285000.0,1
2022,1,0,1,2,1,1,MI,Newaygo County  ,55000,27000.0,360.0,0.0,1
2022,1,0,1,2,1,1,IL,DuPage County  ,3485000,1182000.0,360.0,0.0,1
2022,1,0,1,2,1,2,NY,Queens County  ,155000,75000.0,360.0,915000.0,1
2022,1,0,1,2,1,1,NJ,Ocean County  ,405000,0.0,360.0,0.0,1
2022,1,0,1,2,1,1,CA,San Bernardino County ,405000,72000.0,360.0,605000.0,1
2022,1,0,1,2,1,1,OH,Summit County  ,105000,86000.0,180.0,175000.0,1
2022,1,0,1,2,1,1,WA,Snohomish County  ,605000,134000.0,360.0,0.0,1
2022,1,0,1,2,1,1,IL,Cook County  ,145000,65000.0,360.0,175000.0,1
2022,1,0,1,2,1,1,AZ,Maricopa County  ,225000,36000.0,360.0,305000.0,1
2022,1,0,1,2,1,1,GA,Cobb County  ,635000,67000.0,360.0,795000.0,1
2022,1,0,1,2,1,1,AR,Johnson County  ,75000,33000.0,360.0,85000.0,1
2022,1,0,1,2,1,1,IN,Hamilton County  ,175000,89000.0,360.0,205000.0,1
2022,1,0,1,2,1,1,SD,Minnehaha County  ,265000,74000.0,360.0,0.0,1
2022,1,0,1,2,1,1,IL,Cook County  ,735000,229000.0,360.0,915000.0,1
2022,1,0,1,2,1,1,CA,Orange County  ,1125000,225000.0,360.0,1405000.0,1
2022,1,0,1,2,1,1,FL,Palm Beach County ,155000,0.0,360.0,165000.0,1
2022,1,1,1,2,1,1,MI,Macomb County  ,145000,70000.0,360.0,175000.0,1
2022,1,0,1,2,1,1,NY,Erie County  ,235000,31000.0,360.0,275000.0,1
2022,1,0,1,2,1,1,UT,Wasatch County  ,605000,122000.0,180.0,925000.0,1
2022,1,0,1,2,1,1,MI,Wayne County  ,275000,69000.0,360.0,0.0,1
2022,1,0,1,2,1,1,MN,Ramsey County  ,405000,41000.0,360.0,805000.0,1
2022,1,1,1,2,1,1,NY,Bronx County  ,335000,90000.0,360.0,565000.0,1
2022,1,0,1,2,1,1,TX,Denton County  ,155000,32000.0,360.0,345000.0,1
2022,1,0,1,2,1,1,IN,Marion County  ,215000,48000.0,360.0,235000.0,1
2022,1,0,1,2,1,1,IL,Cook County  ,95000,56000.0,120.0,115000.0,1
2022,1,0,1,2,1,1,IN,Hamilton County  ,745000,191000.0,360.0,815000.0,1
2022,1,0,1,2,1,1,FL,St. Johns County ,345000,230000.0,360.0,0.0,1
