activity_year,loan_type,action_taken,loan_purpose,business_or_commercial_purpose,construction_method,occupancy_type,state_code,county_name,loan_amount,income,loan_term,property_value,total_units
2022,1,1,1,2,1,1,TX,Montgomery County  ,215000,48000.0,360.0,265000.0,1
2022,1,1,1,2,1,1,VA,James City County ,75000,53000.0,180.0,445000.0,1
2022,1,1,1,2,1,1,TN,Maury County  ,305000,70000.0,360.0,455000.0,1
2022,1,1,1,2,1,1,GA,Forsyth County  ,515000,89000.0,360.0,545000.0,1
2022,1,1,1,2,1,1,TX,Fort Bend County ,365000,115000.0,360.0,455000.0,1
2022,1,1,1,2,1,1,NC,Mecklenburg County  ,415000,117000.0,360.0,525000.0,1
2022,1,1,1,2,1,1,LA,Plaquemines Parish  ,545000,190000.0,360.0,615000.0,1
2022,1,1,1,2,1,2,TN,Polk County  ,105000,43000.0,360.0,165000.0,1
2022,1,1,1,2,1,1,TX,Denton County  ,565000,122000.0,360.0,715000.0,1
2022,1,1,1,2,1,1,WA,Clark County  ,645000,397000.0,180.0,855000.0,1
2022,1,1,1,2,1,1,MD,St. Mary  ,395000,118000.0,360.0,415000.0,1
2022,1,1,1,2,1,1,TX,Montgomery County  ,245000,73000.0,360.0,255000.0,1
2022,1,1,1,2,1,1,TX,Williamson County  ,335000,153000.0,360.0,385000.0,1
2022,1,1,1,2,1,1,TX,Denton County  ,315000,120000.0,360.0,335000.0,1
2022,1,1,1,2,1,1,PA,Chester County  ,595000,137000.0,360.0,625000.0,1
2022,1,1,1,2,1,1,CA,Sacramento County  ,815000,343000.0,360.0,1025000.0,1
2022,1,1,1,2,1,1,PA,Chester County  ,525000,162000.0,360.0,575000.0,1
2022,1,1,1,2,1,1,SC,Lancaster County  ,425000,124000.0,360.0,445000.0,1
2022,1,1,1,2,1,1,SC,Charleston County  ,765000,276000.0,360.0,955000.0,1
2022,1,1,1,2,1,1,TX,Montgomery County  ,115000,109000.0,360.0,295000.0,1
2022,1,1,1,2,1,1,TX,Williamson County  ,865000,210000.0,360.0,1155000.0,1
2022,1,1,1,2,1,1,TX,Bexar County  ,295000,52000.0,360.0,315000.0,1
2022,1,1,1,2,1,1,FL,Duval County  ,265000,83000.0,360.0,325000.0,1
2022,1,1,1,2,1,1,TX,Travis County  ,705000,193000.0,360.0,1005000.0,1
2022,1,1,1,2,1,1,NJ,Ocean County  ,285000,131000.0,360.0,365000.0,1
2022,1,1,1,2,1,1,NJ,Burlington County  ,265000,99000.0,180.0,415000.0,1
2022,1,1,1,2,1,1,TX,Comal County  ,245000,152000.0,360.0,275000.0,1
2022,1,1,1,2,1,1,TX,Collin County  ,265000,80000.0,360.0,295000.0,1
2022,1,1,1,2,1,1,NJ,Burlington County  ,215000,186000.0,360.0,425000.0,1
2022,1,1,1,2,1,2,SC,Dorchester County  ,135000,312000.0,360.0,395000.0,1
2022,1,1,1,2,1,1,CA,Alameda County  ,1245000,277000.0,360.0,1465000.0,1
2022,1,1,1,2,1,1,VA,James City County ,335000,173000.0,360.0,565000.0,1
2022,1,1,1,2,1,1,NC,Wake County  ,495000,132000.0,360.0,525000.0,1
2022,1,1,1,2,1,1,SC,Charleston County  ,345000,96000.0,360.0,415000.0,1
2022,1,1,1,2,1,1,CO,Denver County  ,755000,285000.0,360.0,1005000.0,1
2022,1,1,1,2,1,1,SC,Greenville County  ,195000,51000.0,180.0,245000.0,1
2022,1,1,1,2,1,2,SC,Horry County  ,285000,145000.0,360.0,355000.0,1
2022,1,1,1,2,1,1,CA,Alameda County  ,1185000,302000.0,360.0,1485000.0,1
2022,1,1,1,2,1,1,CO,Jefferson County  ,415000,68000.0,360.0,525000.0,1
2022,1,1,1,2,1,1,SC,Charleston County  ,675000,240000.0,360.0,1035000.0,1
2022,1,1,1,2,1,1,GA,Forsyth County  ,505000,138000.0,360.0,555000.0,1
2022,1,1,1,2,1,1,FL,Pasco County  ,305000,85000.0,360.0,405000.0,1
2022,1,1,1,2,1,1,CA,Los Angeles County ,1215000,279000.0,360.0,1525000.0,1
2022,1,1,1,2,1,1,TX,Tarrant County  ,285000,65000.0,360.0,335000.0,1
2022,1,1,1,2,1,1,FL,Pasco County  ,105000,35000.0,360.0,235000.0,1
2022,1,1,1,2,1,1,CA,Alameda County  ,735000,198000.0,360.0,985000.0,1
2022,1,1,1,2,1,1,TX,Williamson County  ,945000,214000.0,360.0,1425000.0,1
2022,1,1,1,2,1,1,TX,Bexar County  ,255000,68000.0,360.0,265000.0,1
2022,1,1,1,2,1,1,SC,Horry County  ,245000,93000.0,360.0,255000.0,1
2022,1,1,1,2,1,2,FL,Charlotte County  ,395000,114000.0,360.0,525000.0,1
2022,1,1,1,2,1,1,NC,Union County  ,445000,105000.0,360.0,465000.0,1
2022,1,1,1,2,1,1,NC,Union County  ,505000,193000.0,360.0,535000.0,1
2022,1,1,1,2,1,1,TX,Hays County  ,235000,70000.0,360.0,255000.0,1
2022,1,1,1,2,1,1,NC,Mecklenburg County  ,375000,150000.0,180.0,475000.0,1
2022,1,1,1,2,1,1,SC,Horry County  ,305000,71000.0,360.0,405000.0,1
2022,1,1,1,2,1,1,TX,Tarrant County  ,295000,77000.0,360.0,315000.0,1
2022,1,1,1,2,1,1,FL,Charlotte County  ,315000,88000.0,360.0,395000.0,1
2022,1,1,1,2,1,1,TX,Kaufman County  ,305000,130000.0,360.0,315000.0,1
2022,1,1,1,2,1,1,TX,Collin County  ,565000,130000.0,360.0,645000.0,1
2022,1,1,1,2,1,1,TX,Bexar County  ,225000,37000.0,360.0,285000.0,1
2022,1,1,1,2,1,1,FL,Palm Beach County ,445000,106000.0,360.0,565000.0,1
2022,1,1,1,2,1,1,TX,Denton County  ,295000,67000.0,360.0,365000.0,1
2022,1,1,1,2,1,1,TX,Collin County  ,575000,191000.0,360.0,645000.0,1
2022,1,1,1,2,1,1,FL,Osceola County  ,275000,52000.0,360.0,325000.0,1
2022,1,1,1,2,1,1,TX,Denton County  ,345000,76000.0,360.0,365000.0,1
2022,1,1,1,2,1,1,TX,Tarrant County  ,235000,48000.0,360.0,315000.0,1
2022,1,1,1,2,1,1,CA,Yuba County  ,545000,161000.0,360.0,675000.0,1
2022,1,1,1,2,1,1,TX,Fort Bend County ,435000,116000.0,360.0,515000.0,1
2022,1,1,1,2,1,1,TX,Bexar County  ,205000,102000.0,360.0,255000.0,1
2022,1,1,1,2,1,1,CA,Placer County  ,485000,238000.0,360.0,535000.0,1
2022,1,1,1,2,1,1,GA,Gwinnett County  ,475000,108000.0,360.0,495000.0,1
2022,1,1,1,2,1,1,CA,Sacramento County  ,795000,160000.0,360.0,995000.0,1
2022,1,1,1,2,1,1,NC,Gaston County  ,255000,177000.0,360.0,505000.0,1
2022,1,1,1,2,1,1,NC,Mecklenburg County  ,385000,329000.0,360.0,505000.0,1
2022,1,1,1,2,1,1,TX,Collin County  ,275000,50000.0,360.0,295000.0,1
2022,1,1,1,2,1,1,NC,Gaston County  ,415000,92000.0,360.0,525000.0,1
2022,1,1,1,2,1,1,CA,Contra Costa County ,1075000,393000.0,360.0,1345000.0,1
2022,1,1,1,2,1,1,TX,Comal County  ,275000,161000.0,360.0,305000.0,1
2022,1,1,1,2,1,1,MD,Harford County  ,515000,166000.0,360.0,545000.0,1
2022,1,1,1,2,1,1,TX,Denton County  ,335000,148000.0,360.0,365000.0,1
2022,1,1,1,2,1,1,TX,Fort Bend County ,455000,132000.0,360.0,485000.0,1
2022,1,1,1,2,1,1,TX,Comal County  ,265000,63000.0,360.0,295000.0,1
2022,1,1,1,2,1,1,TX,Comal County  ,255000,170000.0,360.0,345000.0,1
2022,1,1,1,2,1,1,TX,Denton County  ,325000,160000.0,360.0,365000.0,1
2022,1,1,1,2,1,1,TX,Harris County  ,295000,179000.0,360.0,325000.0,1
2022,1,1,1,2,1,1,TX,Brazoria County  ,345000,121000.0,360.0,365000.0,1
2022,1,1,1,2,1,1,TX,Travis County  ,645000,264000.0,180.0,835000.0,1
2022,1,1,1,2,1,1,NC,Mecklenburg County  ,545000,220000.0,360.0,595000.0,1
2022,1,1,1,2,1,1,FL,Palm Beach County ,665000,203000.0,360.0,825000.0,1
2022,1,1,1,2,1,1,TX,Fort Bend County ,325000,168000.0,360.0,345000.0,1
2022,1,1,1,2,1,1,TX,Collin County  ,555000,94000.0,360.0,615000.0,1
2022,1,1,1,2,1,1,TX,Tarrant County  ,365000,70000.0,360.0,615000.0,1
2022,1,1,1,2,1,1,CA,Alameda County  ,1115000,269000.0,360.0,1395000.0,1
2022,1,1,1,2,1,1,TX,Collin County  ,445000,104000.0,360.0,555000.0,1
2022,1,1,1,2,1,1,SC,Charleston County  ,305000,150000.0,360.0,385000.0,1
2022,1,1,1,2,1,1,TX,Montgomery County  ,215000,40000.0,360.0,295000.0,1
2022,1,1,1,2,1,1,TX,Harris County  ,265000,81000.0,360.0,325000.0,1
2022,1,1,1,2,1,1,TX,Collin County  ,265000,95000.0,360.0,295000.0,1
2022,1,1,1,2,1,1,UT,Utah County  ,455000,102000.0,360.0,545000.0,1
2022,1,1,1,2,1,1,CA,Alameda County  ,815000,340000.0,360.0,1025000.0,1
2022,1,1,1,2,1,1,CA,Riverside County  ,1015000,397000.0,360.0,1265000.0,1
2022,1,1,1,2,1,1,TX,Kaufman County  ,295000,75000.0,360.0,305000.0,1
2022,1,1,1,2,1,1,NC,Wake County  ,245000,53000.0,360.0,355000.0,1
2022,1,1,1,2,1,1,CA,Fresno County  ,675000,540000.0,360.0,845000.0,1
2022,1,1,1,2,1,1,TX,Harris County  ,365000,150000.0,360.0,385000.0,1
2022,1,1,1,2,1,1,UT,Salt Lake County ,325000,45000.0,360.0,405000.0,1
2022,1,1,1,2,1,1,TX,Collin County  ,605000,183000.0,360.0,665000.0,1
2022,1,1,1,2,1,1,OR,Yamhill County  ,365000,67000.0,360.0,385000.0,1
2022,1,1,1,2,1,1,TX,Harris County  ,345000,144000.0,360.0,425000.0,1
2022,1,1,1,2,1,2,AZ,Maricopa County  ,315000,102000.0,360.0,415000.0,1
2022,1,1,1,2,1,1,TX,Collin County  ,245000,74000.0,360.0,415000.0,1
2022,1,1,1,2,1,1,TX,Guadalupe County  ,275000,75000.0,360.0,305000.0,1
2022,1,1,1,2,1,1,PA,Bucks County  ,285000,172000.0,360.0,365000.0,1
2022,1,1,1,2,1,1,TX,Williamson County  ,345000,200000.0,360.0,375000.0,1
2022,1,1,1,2,1,1,TX,Fort Bend County ,275000,70000.0,360.0,305000.0,1
2022,1,1,1,2,1,1,TX,Denton County  ,275000,112000.0,360.0,345000.0,1
2022,1,1,1,2,1,1,TX,Brazoria County  ,205000,95000.0,360.0,215000.0,1
2022,1,1,1,2,1,1,TX,Harris County  ,235000,121000.0,360.0,265000.0,1
2022,1,1,1,2,1,1,TX,Collin County  ,485000,100000.0,360.0,555000.0,1
2022,1,1,1,2,1,1,TX,Harris County  ,265000,111000.0,360.0,385000.0,1
2022,1,1,1,2,1,1,FL,Brevard County  ,265000,140000.0,360.0,335000.0,1
2022,1,1,1,2,1,1,TX,Denton County  ,255000,104000.0,360.0,265000.0,1
2022,1,1,1,2,1,1,CA,San Diego County ,935000,251000.0,360.0,1165000.0,1
2022,1,1,1,2,1,1,FL,Lee County  ,215000,90000.0,360.0,415000.0,1
2022,1,1,1,2,1,1,TX,Denton County  ,255000,262000.0,360.0,315000.0,1
2022,1,1,1,2,1,1,TX,Harris County  ,295000,100000.0,360.0,365000.0,1
2022,1,1,1,2,1,1,CA,Alameda County  ,845000,247000.0,360.0,1055000.0,1
2022,1,1,1,2,1,1,PA,Chester County  ,495000,171000.0,360.0,675000.0,1
2022,1,1,1,2,1,1,TX,Montgomery County  ,255000,136000.0,360.0,285000.0,1
2022,1,1,1,2,1,1,TX,Tarrant County  ,295000,113000.0,360.0,315000.0,1
2022,1,1,1,2,1,2,FL,Lee County  ,155000,94000.0,360.0,345000.0,1
2022,1,1,1,2,1,1,CA,San Joaquin County ,765000,240000.0,360.0,1175000.0,1
2022,1,1,1,2,1,1,TX,Harris County  ,285000,89000.0,360.0,295000.0,1
2022,1,1,1,2,1,1,NV,Clark County  ,405000,99000.0,360.0,455000.0,1
2022,1,1,1,2,1,1,GA,Gwinnett County  ,245000,95000.0,180.0,495000.0,1
2022,1,1,1,2,1,1,TX,Collin County  ,275000,131000.0,360.0,365000.0,1
2022,1,1,1,2,1,1,FL,Broward County  ,705000,237000.0,360.0,885000.0,1
2022,1,1,1,2,1,2,TX,Denton County  ,295000,163000.0,360.0,625000.0,1
2022,1,1,1,2,1,1,TX,Harris County  ,265000,127000.0,360.0,325000.0,1
2022,1,1,1,2,1,1,TX,Travis County  ,305000,53000.0,360.0,385000.0,1
2022,1,1,1,2,1,1,FL,Broward County  ,1125000,294000.0,360.0,1415000.0,1
2022,1,1,1,2,1,1,NC,Wake County  ,385000,160000.0,360.0,535000.0,1
2022,1,1,1,2,1,1,TX,Tarrant County  ,245000,94000.0,360.0,305000.0,1
2022,1,1,1,2,1,1,TX,Dallas County  ,435000,163000.0,360.0,545000.0,1
2022,1,1,1,2,1,1,TX,Denton County  ,345000,130000.0,360.0,365000.0,1
2022,1,1,1,2,1,1,TX,Collin County  ,225000,48000.0,360.0,275000.0,1
2022,1,1,1,2,1,1,TX,Denton County  ,385000,114000.0,360.0,435000.0,1
2022,1,1,1,2,1,1,FL,Hillsborough County  ,605000,145000.0,360.0,755000.0,1
2022,1,1,1,2,1,1,TX,Denton County  ,325000,90000.0,360.0,355000.0,1
2022,1,1,1,2,1,1,TX,Guadalupe County  ,295000,90000.0,360.0,325000.0,1
2022,1,1,1,2,1,1,CA,Sacramento County  ,845000,250000.0,360.0,1065000.0,1
2022,1,1,1,2,1,1,TX,Collin County  ,325000,149000.0,360.0,335000.0,1
2022,1,1,1,2,1,1,CA,San Joaquin County ,865000,180000.0,360.0,1085000.0,1
2022,1,1,1,2,1,1,FL,Broward County  ,1265000,254000.0,360.0,1585000.0,1
2022,1,1,1,2,1,1,WA,King County  ,645000,147000.0,360.0,805000.0,1
2022,1,1,1,2,1,1,PA,Chester County  ,395000,139000.0,360.0,745000.0,1
2022,1,1,1,2,1,1,FL,Sarasota County  ,225000,129000.0,360.0,645000.0,1
2022,1,1,1,2,1,1,TX,Montgomery County  ,545000,254000.0,360.0,675000.0,1
2022,1,1,1,2,1,1,TX,Bexar County  ,255000,157000.0,360.0,285000.0,1
2022,1,1,1,2,1,1,CA,Solano County  ,655000,149000.0,360.0,1115000.0,1
2022,1,1,1,2,1,1,TX,Tarrant County  ,235000,57000.0,360.0,295000.0,1
2022,1,1,1,2,1,1,TX,Harris County  ,115000,33000.0,360.0,285000.0,1
2022,1,1,1,2,1,1,TX,Fort Bend County ,315000,147000.0,180.0,395000.0,1
2022,1,1,1,2,1,1,TX,Williamson County  ,485000,165000.0,360.0,515000.0,1
2022,1,1,1,2,1,1,GA,Coweta County  ,345000,50000.0,360.0,425000.0,1
2022,1,1,1,2,1,1,NJ,Mercer County  ,365000,181000.0,360.0,495000.0,1
2022,1,1,1,2,1,1,TN,Sumner County  ,215000,47000.0,360.0,345000.0,1
2022,1,1,1,2,1,1,TX,Kaufman County  ,365000,105000.0,360.0,385000.0,1
2022,1,1,1,2,1,1,GA,Forsyth County  ,535000,116000.0,360.0,555000.0,1
2022,1,1,1,2,1,1,NC,Durham County  ,185000,52000.0,360.0,375000.0,1
2022,1,1,1,2,1,1,TX,Williamson County  ,385000,108000.0,360.0,405000.0,1
2022,1,1,1,2,1,1,TX,Williamson County  ,375000,108000.0,360.0,495000.0,1
2022,1,1,1,2,1,1,TX,Kaufman County  ,225000,77000.0,360.0,235000.0,1
2022,1,1,1,2,1,1,CO,Douglas County  ,555000,104000.0,360.0,695000.0,1
2022,1,1,1,2,1,1,CA,Alameda County  ,825000,298000.0,360.0,1125000.0,1
2022,1,1,1,2,1,1,TX,Brazoria County  ,235000,104000.0,360.0,245000.0,1
2022,1,1,1,2,1,1,TX,Fort Bend County ,335000,91000.0,360.0,415000.0,1
2022,1,1,1,2,1,1,GA,Forsyth County  ,525000,137000.0,360.0,555000.0,1
2022,1,1,1,2,1,1,NC,Gaston County  ,365000,102000.0,360.0,455000.0,1
2022,1,1,1,2,1,1,FL,St. Johns County ,155000,50000.0,360.0,395000.0,1
2022,1,1,1,2,1,1,TX,Dallas County  ,485000,233000.0,360.0,605000.0,1
2022,1,1,1,2,1,1,GA,Forsyth County  ,545000,130000.0,360.0,575000.0,1
2022,1,1,1,2,1,1,TX,Collin County  ,295000,63000.0,360.0,315000.0,1
2022,1,1,1,2,1,1,PA,Chester County  ,385000,115000.0,360.0,425000.0,1
2022,1,1,1,2,1,1,TX,Harris County  ,535000,112000.0,360.0,585000.0,1
2022,1,1,1,2,1,2,TX,Guadalupe County  ,315000,157000.0,360.0,385000.0,1
2022,1,1,1,2,1,1,TX,Kaufman County  ,205000,83000.0,360.0,375000.0,1
2022,1,1,1,2,1,1,TX,Travis County  ,775000,180000.0,360.0,975000.0,1
2022,1,1,1,2,1,1,TX,Williamson County  ,315000,88000.0,360.0,345000.0,1
2022,1,1,1,2,1,1,TX,Rockwall County  ,255000,104000.0,360.0,295000.0,1
2022,1,1,1,2,1,1,TX,Montgomery County  ,255000,118000.0,360.0,265000.0,1
2022,1,1,1,2,1,1,PA,Chester County  ,335000,145000.0,360.0,355000.0,1
2022,1,1,1,2,1,1,TX,Harris County  ,335000,140000.0,360.0,455000.0,1
2022,1,1,1,2,1,1,FL,Pasco County  ,285000,68000.0,360.0,355000.0,1
2022,1,1,1,2,1,1,CA,Alameda County  ,845000,217000.0,360.0,1055000.0,1
2022,1,1,1,2,1,1,CA,Alameda County  ,1145000,250000.0,360.0,1435000.0,1
2022,1,1,1,2,1,1,NJ,Burlington County  ,145000,141000.0,360.0,375000.0,1
2022,1,1,1,2,1,1,TX,Denton County  ,345000,182000.0,360.0,625000.0,1
2022,1,1,1,2,1,1,CA,Contra Costa County ,1835000,401000.0,360.0,2305000.0,1
2022,1,1,1,2,1,1,PA,Chester County  ,205000,95000.0,360.0,495000.0,1
2022,1,1,1,2,1,1,TX,Bexar County  ,95000,74000.0,360.0,245000.0,1
2022,1,1,1,2,1,1,CA,Sacramento County  ,815000,199000.0,360.0,1025000.0,1
2022,1,1,1,2,1,1,TX,Harris County  ,565000,237000.0,360.0,755000.0,1
2022,1,1,1,2,1,1,NJ,Morris County  ,705000,242000.0,360.0,885000.0,1
2022,1,1,1,2,1,1,TX,Collin County  ,275000,77000.0,360.0,285000.0,1
2022,1,1,1,2,1,2,TX,Dallas County  ,505000,220000.0,360.0,625000.0,1
2022,1,1,1,2,1,1,TX,Kaufman County  ,245000,136000.0,360.0,325000.0,1
2022,1,1,1,2,1,1,TX,Collin County  ,395000,87000.0,360.0,495000.0,1
2022,1,1,1,2,1,1,TX,Collin County  ,365000,120000.0,360.0,385000.0,1
2022,1,1,1,2,1,1,TX,Comal County  ,125000,68000.0,360.0,275000.0,1
2022,1,1,1,2,1,1,TX,Montgomery County  ,265000,112000.0,360.0,325000.0,1
2022,1,1,1,2,1,1,TX,Kaufman County  ,275000,86000.0,360.0,345000.0,1
2022,1,1,1,2,1,1,CA,San Joaquin County ,895000,167000.0,360.0,1125000.0,1
2022,1,1,1,2,1,1,NJ,Morris County  ,545000,468000.0,360.0,845000.0,1
2022,1,1,1,2,1,1,UT,Utah County  ,535000,127000.0,360.0,625000.0,1
2022,1,1,1,2,1,1,FL,Broward County  ,1345000,296000.0,360.0,1675000.0,1
2022,1,1,1,2,1,1,TX,Williamson County  ,435000,113000.0,360.0,455000.0,1
2022,1,1,1,2,1,1,MD,Worcester County  ,425000,94000.0,360.0,505000.0,1
2022,1,1,1,2,1,1,TX,Williamson County  ,225000,132000.0,180.0,475000.0,1
2022,1,1,1,2,1,1,PA,Adams County  ,55000,79000.0,180.0,395000.0,1
2022,1,1,1,2,1,1,TX,Fort Bend County ,255000,71000.0,360.0,315000.0,1
2022,1,1,1,2,1,1,NC,Gaston County  ,415000,118000.0,360.0,435000.0,1
2022,1,1,1,2,1,1,TX,Denton County  ,405000,128000.0,360.0,425000.0,1
2022,1,1,1,2,1,2,SC,Horry County  ,195000,100000.0,360.0,275000.0,1
2022,1,1,1,2,1,1,FL,Pasco County  ,195000,68000.0,360.0,295000.0,1
2022,1,1,1,2,1,1,PA,Chester County  ,485000,106000.0,360.0,505000.0,1
2022,1,1,1,2,1,2,CA,San Diego County ,1165000,586000.0,360.0,1465000.0,1
2022,1,1,1,2,1,1,GA,Cherokee County  ,145000,122000.0,360.0,455000.0,1
2022,1,1,1,2,1,1,TX,Kaufman County  ,225000,102000.0,360.0,235000.0,1
2022,1,1,1,2,1,1,CA,Santa Cruz County ,1085000,297000.0,360.0,2035000.0,1
2022,1,1,1,2,1,1,TX,Denton County  ,345000,135000.0,360.0,355000.0,1
2022,1,1,1,2,1,1,NC,Durham County  ,155000,40000.0,360.0,455000.0,1
2022,1,1,1,2,1,1,NJ,Ocean County  ,275000,139000.0,180.0,575000.0,1
2022,1,1,1,2,1,2,TX,Hays County  ,245000,145000.0,360.0,265000.0,1
2022,1,1,1,2,1,1,TX,Montgomery County  ,155000,63000.0,360.0,235000.0,1
2022,1,1,1,2,1,1,TX,Harris County  ,295000,118000.0,360.0,375000.0,1
2022,1,1,1,2,1,1,TX,Rockwall County  ,285000,85000.0,360.0,305000.0,1
2022,1,1,1,2,1,1,TX,Collin County  ,425000,83000.0,360.0,455000.0,1
2022,1,1,1,2,1,1,TX,Williamson County  ,425000,155000.0,360.0,465000.0,1
2022,1,1,1,2,1,1,TX,Waller County  ,445000,256000.0,360.0,495000.0,1
2022,1,1,1,2,1,1,TX,Montgomery County  ,315000,92000.0,360.0,355000.0,1
2022,1,1,1,2,1,2,FL,Lee County  ,895000,270000.0,360.0,1445000.0,1
2022,1,1,1,2,1,1,AZ,Maricopa County  ,485000,274000.0,360.0,505000.0,1
2022,1,1,1,2,1,1,TX,Harris County  ,205000,54000.0,360.0,315000.0,1
2022,1,1,1,2,1,1,TX,Williamson County  ,265000,208000.0,360.0,425000.0,1
2022,1,1,1,2,1,1,TX,Montgomery County  ,225000,65000.0,360.0,285000.0,1
2022,1,1,1,2,1,1,TX,Fort Bend County ,255000,64000.0,360.0,315000.0,1
2022,1,1,1,2,1,1,TX,Bexar County  ,295000,98000.0,360.0,305000.0,1
2022,1,1,1,2,1,1,GA,Coweta County  ,245000,75000.0,360.0,445000.0,1
2022,1,1,1,2,1,1,TX,Rockwall County  ,255000,85000.0,360.0,325000.0,1
2022,1,1,1,2,1,1,TX,Collin County  ,625000,127000.0,360.0,805000.0,1
2022,1,1,1,2,1,1,PA,Chester County  ,395000,188000.0,360.0,495000.0,1
2022,1,1,1,2,1,1,TX,Williamson County  ,325000,135000.0,360.0,345000.0,1
2022,1,1,1,2,1,1,MD,Howard County  ,295000,56000.0,360.0,365000.0,1
2022,1,1,1,2,1,1,PA,Chester County  ,485000,130000.0,360.0,505000.0,1
2022,1,1,1,2,1,1,SC,Horry County  ,245000,98000.0,360.0,305000.0,1
2022,1,1,1,2,1,1,UT,Utah County  ,425000,100000.0,360.0,535000.0,1
2022,1,1,1,2,1,1,TX,Montgomery County  ,355000,103000.0,360.0,605000.0,1
2022,1,1,1,2,1,1,CO,Adams County  ,465000,140000.0,360.0,485000.0,1
2022,1,1,1,2,1,1,NV,Clark County  ,275000,160000.0,360.0,475000.0,1
2022,1,1,1,2,1,1,TX,Guadalupe County  ,305000,120000.0,360.0,325000.0,1
2022,1,1,1,2,1,1,TX,Guadalupe County  ,245000,52000.0,360.0,275000.0,1
2022,1,1,1,2,1,2,FL,Lee County  ,425000,145000.0,360.0,705000.0,1
2022,1,1,1,2,1,2,FL,Lee County  ,295000,111000.0,360.0,365000.0,1
2022,1,1,1,2,1,1,TX,Harris County  ,445000,163000.0,360.0,465000.0,1
2022,1,1,1,2,1,1,NJ,Ocean County  ,205000,88000.0,360.0,405000.0,1
2022,1,1,1,2,1,1,TX,Atascosa County  ,165000,88000.0,360.0,295000.0,1
2022,1,1,1,2,1,1,GA,Cherokee County  ,305000,103000.0,360.0,455000.0,1
2022,1,1,1,2,1,1,TX,Collin County  ,305000,77000.0,360.0,335000.0,1
2022,1,1,1,2,1,1,TX,Fort Bend County ,295000,81000.0,360.0,315000.0,1
2022,1,1,1,2,1,1,TX,Montgomery County  ,495000,234000.0,360.0,625000.0,1
2022,1,1,1,2,1,1,MN,Dakota County  ,655000,192000.0,360.0,815000.0,1
2022,1,1,1,2,1,2,FL,Lee County  ,295000,148000.0,360.0,425000.0,1
2022,1,1,1,2,1,2,NC,Brunswick County  ,295000,68000.0,360.0,365000.0,1
2022,1,1,1,2,1,1,WA,Snohomish County  ,955000,191000.0,360.0,1195000.0,1
2022,1,1,1,2,1,1,TX,Harris County  ,255000,74000.0,360.0,345000.0,1
2022,1,1,1,2,1,2,SC,Horry County  ,245000,141000.0,360.0,305000.0,1
2022,1,1,1,2,1,1,FL,Lee County  ,825000,272000.0,360.0,1035000.0,1
2022,1,1,1,2,1,1,TX,Montgomery County  ,385000,189000.0,360.0,545000.0,1
2022,1,1,1,2,1,1,TX,Tarrant County  ,295000,237000.0,360.0,325000.0,1
2022,1,1,1,2,1,1,TX,Kaufman County  ,225000,71000.0,360.0,245000.0,1
2022,1,1,1,2,1,1,TX,Comal County  ,315000,98000.0,360.0,355000.0,1
2022,1,1,1,2,1,1,TX,Bexar County  ,145000,49000.0,360.0,235000.0,1
2022,1,1,1,2,1,1,TX,Travis County  ,715000,175000.0,360.0,895000.0,1
2022,1,1,1,2,1,1,TX,Collin County  ,305000,149000.0,360.0,325000.0,1
2022,1,1,1,2,1,1,NV,Douglas County  ,335000,71000.0,360.0,575000.0,1
2022,1,1,1,2,1,1,PA,Chester County  ,505000,115000.0,360.0,525000.0,1
2022,1,1,1,2,1,1,TX,Harris County  ,385000,98000.0,360.0,405000.0,1
2022,1,1,1,2,1,2,TX,Bexar County  ,225000,160000.0,360.0,285000.0,1
2022,1,1,1,2,1,1,TX,Fort Bend County ,125000,34000.0,360.0,345000.0,1
2022,1,1,1,2,1,1,TX,Denton County  ,275000,86000.0,360.0,305000.0,1
2022,1,1,1,2,1,1,TX,Denton County  ,305000,82000.0,360.0,375000.0,1
2022,1,1,1,2,1,1,NC,Wake County  ,115000,76000.0,180.0,365000.0,1
2022,1,1,1,2,1,1,TX,Tarrant County  ,305000,64000.0,360.0,315000.0,1
2022,1,1,1,2,1,1,FL,Lee County  ,285000,472000.0,360.0,365000.0,1
2022,1,1,1,2,1,1,TX,Galveston County  ,395000,153000.0,360.0,435000.0,1
2022,1,1,1,2,1,1,NJ,Middlesex County  ,105000,72000.0,360.0,485000.0,1
2022,1,1,1,2,1,1,TX,Williamson County  ,415000,103000.0,360.0,515000.0,1
2022,1,1,1,2,1,1,TX,Chambers County  ,345000,116000.0,360.0,385000.0,1
2022,1,1,1,2,1,1,CO,Douglas County  ,825000,243000.0,360.0,925000.0,1
2022,1,1,1,2,1,1,IN,Lake County  ,255000,96000.0,360.0,355000.0,1
2022,1,1,1,2,1,1,TX,Harris County  ,265000,53000.0,360.0,335000.0,1
2022,1,1,1,2,1,1,NC,Wake County  ,165000,55000.0,360.0,515000.0,1
2022,1,1,1,2,1,1,NV,Clark County  ,395000,115000.0,360.0,495000.0,1
2022,1,1,1,2,1,2,FL,Polk County  ,205000,144000.0,360.0,295000.0,1
2022,1,1,1,2,1,1,CA,Riverside County  ,595000,220000.0,360.0,625000.0,1
2022,1,1,1,2,1,1,TX,Denton County  ,285000,119000.0,360.0,305000.0,1
2022,1,1,1,2,1,1,SC,Dorchester County  ,295000,68000.0,360.0,345000.0,1
